district,date,month,year,visitors,Dates
Sangareddy ,1/7/2019,July,2019,0,7/1/2019
Sangareddy ,1/8/2019,August,2019,0,8/1/2019
Sangareddy ,1/9/2019,September,2019,0,9/1/2019
Sangareddy ,1/10/2019,October,2019,0,10/1/2019
Sangareddy ,1/11/2019,November,2019,0,11/1/2019
Sangareddy ,1/12/2019,December,2019,0,12/1/2019
Siddipet,1/1/2019,January,2019,0,1/1/2019
Siddipet,1/2/2019,February,2019,0,2/1/2019
Siddipet,1/3/2019,March,2019,0,3/1/2019
Siddipet,1/4/2019,April,2019,0,4/1/2019
Siddipet,1/5/2019,May,2019,0,5/1/2019
Siddipet,1/6/2019,June,2019,0,6/1/2019
Siddipet,1/7/2019,July,2019,0,7/1/2019
Siddipet,1/8/2019,August,2019,0,8/1/2019
Siddipet,1/9/2019,September,2019,0,9/1/2019
Siddipet,1/10/2019,October,2019,0,10/1/2019
Siddipet,1/11/2019,November,2019,0,11/1/2019
Siddipet,1/12/2019,December,2019,0,12/1/2019
Suryapet,1/1/2019,January,2019,0,1/1/2019
Suryapet,1/2/2019,February,2019,0,2/1/2019
Suryapet,1/3/2019,March,2019,0,3/1/2019
Suryapet,1/4/2019,April,2019,0,4/1/2019
Suryapet,1/5/2019,May,2019,0,5/1/2019
Suryapet,1/6/2019,June,2019,0,6/1/2019
Suryapet,1/7/2019,July,2019,0,7/1/2019
Suryapet,1/8/2019,August,2019,0,8/1/2019
Suryapet,1/9/2019,September,2019,0,9/1/2019
Suryapet,1/10/2019,October,2019,0,10/1/2019
Suryapet,1/11/2019,November,2019,0,11/1/2019
Suryapet,1/12/2019,December,2019,0,12/1/2019
Vikarabad,1/1/2019,January,2019,0,1/1/2019
Vikarabad,1/2/2019,February,2019,0,2/1/2019
Vikarabad,1/3/2019,March,2019,0,3/1/2019
Vikarabad,1/4/2019,April,2019,0,4/1/2019
Vikarabad,1/5/2019,May,2019,0,5/1/2019
Vikarabad,1/6/2019,June,2019,0,6/1/2019
Vikarabad,1/7/2019,July,2019,0,7/1/2019
Vikarabad,1/8/2019,August,2019,0,8/1/2019
Vikarabad,1/9/2019,September,2019,0,9/1/2019
Vikarabad,1/10/2019,October,2019,0,10/1/2019
Vikarabad,1/11/2019,November,2019,0,11/1/2019
Vikarabad,1/12/2019,December,2019,0,12/1/2019
Wanaparthy ,1/1/2019,January,2019,0,1/1/2019
Wanaparthy ,1/2/2019,February,2019,0,2/1/2019
Wanaparthy ,1/3/2019,March,2019,0,3/1/2019
Wanaparthy ,1/4/2019,April,2019,0,4/1/2019
Wanaparthy ,1/5/2019,May,2019,0,5/1/2019
Wanaparthy ,1/6/2019,June,2019,0,6/1/2019
Wanaparthy ,1/7/2019,July,2019,0,7/1/2019
Wanaparthy ,1/8/2019,August,2019,0,8/1/2019
Wanaparthy ,1/9/2019,September,2019,0,9/1/2019
Wanaparthy ,1/10/2019,October,2019,0,10/1/2019
Wanaparthy ,1/11/2019,November,2019,0,11/1/2019
Wanaparthy ,1/12/2019,December,2019,0,12/1/2019
Warangal (Rural),1/1/2019,January,2019,0,1/1/2019
Warangal (Rural),1/2/2019,February,2019,0,2/1/2019
Warangal (Rural),1/3/2019,March,2019,0,3/1/2019
Warangal (Rural),1/4/2019,April,2019,0,4/1/2019
Warangal (Rural),1/5/2019,May,2019,0,5/1/2019
Warangal (Rural),1/6/2019,June,2019,0,6/1/2019
Warangal (Rural),1/7/2019,July,2019,0,7/1/2019
Warangal (Rural),1/8/2019,August,2019,0,8/1/2019
Warangal (Rural),1/9/2019,September,2019,0,9/1/2019
Warangal (Rural),1/10/2019,October,2019,0,10/1/2019
Warangal (Rural),1/11/2019,November,2019,0,11/1/2019
Warangal (Rural),1/12/2019,December,2019,0,12/1/2019
Warangal (Urban),1/1/2019,January,2019,175,1/1/2019
Warangal (Urban),1/2/2019,February,2019,200,2/1/2019
Warangal (Urban),1/3/2019,March,2019,200,3/1/2019
Warangal (Urban),1/4/2019,April,2019,190,4/1/2019
Warangal (Urban),1/5/2019,May,2019,175,5/1/2019
Warangal (Urban),1/6/2019,June,2019,195,6/1/2019
Warangal (Urban),1/7/2019,July,2019,185,7/1/2019
Warangal (Urban),1/8/2019,August,2019,230,8/1/2019
Warangal (Urban),1/9/2019,September,2019,240,9/1/2019
Warangal (Urban),1/10/2019,October,2019,220,10/1/2019
Warangal (Urban),1/11/2019,November,2019,230,11/1/2019
Warangal (Urban),1/12/2019,December,2019,210,12/1/2019
Yadadri Bhongir,1/1/2019,January,2019,0,1/1/2019
Yadadri Bhongir,1/2/2019,February,2019,0,2/1/2019
Yadadri Bhongir,1/3/2019,March,2019,0,3/1/2019
Yadadri Bhongir,1/4/2019,April,2019,0,4/1/2019
Yadadri Bhongir,1/5/2019,May,2019,0,5/1/2019
Yadadri Bhongir,1/6/2019,June,2019,0,6/1/2019
Yadadri Bhongir,1/7/2019,July,2019,0,7/1/2019
Yadadri Bhongir,1/8/2019,August,2019,0,8/1/2019
Yadadri Bhongir,1/9/2019,September,2019,0,9/1/2019
Yadadri Bhongir,1/10/2019,October,2019,0,10/1/2019
Yadadri Bhongir,1/11/2019,November,2019,0,11/1/2019
Yadadri Bhongir,1/12/2019,December,2019,0,12/1/2019
